Date            Time    Q	    Flag
2007-08-29      00:00	0	NA
2007-08-30      00:00	0	NA
2007-08-31      00:00	0	NA
2007-09-01      00:00	0	NA
2007-09-02      00:00	0	NA
2007-09-03      00:00	0	NA
2007-09-04      00:00	0	NA
2007-09-05      00:00	0	NA
2007-09-06      00:00	0	NA
2007-09-07      00:00	0	NA
2007-09-08      00:00	0	NA
2007-09-09      00:00	0	NA
2007-09-10      00:00	0	NA
2007-09-11      00:00	0	NA
2007-09-12      00:00	0	NA
2007-09-13      00:00	0	NA
2007-09-14      00:00	0	NA
2007-09-15      00:00	0	NA
2007-09-16      00:00	0	NA
2007-09-17      00:00	0	NA
2007-09-18      00:00	0	NA
2007-09-19      00:00	0	NA
2007-09-20      00:00	0	NA
2007-09-21      00:00	0	NA
2007-09-22      00:00	0	NA
2007-09-23      00:00	0	NA
2007-09-24      00:00	0	NA
2007-09-25      00:00	0	NA
2007-09-26      00:00	0	NA
2007-09-27      00:00	0	NA
2007-09-28      00:00	0	NA
2007-09-29      00:00	0	NA
2007-09-30      00:00	0	NA
2007-10-01      00:00	0	NA
2007-10-02      00:00	0	NA
2007-10-03      00:00	0	NA
2007-10-04      00:00	0	NA
2007-10-05      00:00	0	NA
2007-10-06      00:00	0	NA
2007-10-07      00:00	0	NA
2007-10-08      00:00	0	NA
2007-10-09      00:00	0	NA
2007-10-10      00:00	0	NA
2007-10-11      00:00	0	NA
2007-10-12      00:00	0	NA
2007-10-13      00:00	0	NA
2007-10-14      00:00	0	NA
2007-10-15      00:00	0	NA
2007-10-16      00:00	0	NA
2007-10-17      00:00	0	NA
2007-10-18      00:00	0	NA
2007-10-19      00:00	0	NA
2007-10-20      00:00	0	NA
2007-10-21      00:00	0	NA
2007-10-22      00:00	0	NA
2007-10-23      00:00	0	NA
2007-10-24      00:00	0	NA
2007-10-25      00:00	0	NA
2007-10-26      00:00	0	NA
2007-10-27      00:00	0	NA
2007-10-28      00:00	0	NA
2007-10-29      00:00	0	NA
2007-10-30      00:00	0	NA
2007-10-31      00:00	0	NA
2007-11-01      00:00	0	NA
2007-11-02      00:00	0	NA
2007-11-03      00:00	0	NA
2007-11-04      00:00	0	NA
2007-11-05      00:00	0	NA
2007-11-06      00:00	0	NA
2007-11-07      00:00	0	NA
2007-11-08      00:00	0	NA
2007-11-09      00:00	0	NA
2007-11-10      00:00	0	NA
2007-11-11      00:00	0	NA
2007-11-12      00:00	0	NA
2007-11-13      00:00	0	NA
2007-11-14      00:00	0	NA
2007-11-15      00:00	0	NA
2007-11-16      00:00	0	NA
2007-11-17      00:00	0	NA
2007-11-18      00:00	0	NA
2007-11-19      00:00	0	NA
2007-11-20      00:00	0	NA
2007-11-21      00:00	0	NA
2007-11-22      00:00	0	NA
2007-11-23      00:00	0	NA
2007-11-24      00:00	0	NA
2007-11-25      00:00	0	NA
2007-11-26      00:00	0	NA
2007-11-27      00:00	0	NA
2007-11-28      00:00	0	NA
2007-11-29      00:00	0	NA
2007-11-30      00:00	0	NA
2007-12-01      00:00	0	NA
2007-12-02      00:00	0	NA
2007-12-03      00:00	0	NA
2007-12-04      00:00	0	NA
2007-12-05      00:00	0	NA
2007-12-06      00:00	0	NA
2007-12-07      00:00	0	NA
2007-12-08      00:00	0	NA
2007-12-09      00:00	0	NA
2007-12-10      00:00	0	NA
2007-12-11      00:00	0	NA
2007-12-12      00:00	0	NA
2007-12-13      00:00	0	NA
2007-12-14      00:00	0	NA
2007-12-15      00:00	0	NA
2007-12-16      00:00	0	NA
2007-12-17      00:00	0	NA
2007-12-18      00:00	0	NA
2007-12-19      00:00	0	NA
2007-12-20      00:00	0	NA
2007-12-21      00:00	0	NA
2007-12-22      00:00	0	NA
2007-12-23      00:00	0	NA
2007-12-24      00:00	0	NA
2007-12-25      00:00	0	NA
2007-12-26      00:00	0	NA
2007-12-27      00:00	0	NA
2007-12-28      00:00	0	NA
2007-12-29      00:00	0	NA
2007-12-30      00:00	0	NA
2007-12-31      00:00	0	NA
2008-01-01      00:00	0	V
2008-01-02      00:00	0	V
2008-01-03      00:00	0	V
2008-01-04      00:00	0	V
2008-01-05      00:00	0	V
2008-01-06      00:00	0	V
2008-01-07      00:00	0	V
2008-01-08      00:00	0	V
2008-01-09      00:00	0	V
2008-01-10      00:00	0	V
2008-01-11      00:00	0	V
2008-01-12      00:00	0	V
2008-01-13      00:00	0	V
2008-01-14      00:00	0	V
2008-01-15      00:00	0	V
2008-01-16      00:00	0	V
2008-01-17      00:00	0	V
2008-01-18      00:00	0	V
2008-01-19      00:00	0.07	V
2008-01-20      00:00	0.17	V
2008-01-21      00:00	0.23	V
2008-01-22      00:00	0.21	V
2008-01-23      00:00	0.19	V
2008-01-24      00:00	0.19	V
2008-01-25      00:00	0.2	V
2008-01-26      00:00	0.22	V
2008-01-27      00:00	0.25	V
2008-01-28      00:00	0.23	V
2008-01-29      00:00	0.18	V
2008-01-30      00:00	0.18	V
2008-01-31      00:00	0.2	V
2008-02-01      00:00	0.36	V
2008-02-02      00:00	0.48	V
2008-02-03      00:00	0.4	V
2008-02-04      00:00	0.29	V
2008-02-05      00:00	0.26	V
2008-02-06      00:00	0.38	V
2008-02-07      00:00	1.09	V
2008-02-08      00:00	0.79	V
2008-02-09      00:00	0.48	V
2008-02-10      00:00	0.39	V
2008-02-11      00:00	0.33	V
2008-02-12      00:00	0.23	V
2008-02-13      00:00	0.26	V
2008-02-14      00:00	0.33	V
2008-02-15      00:00	0.29	V
2008-02-16      00:00	0.31	V
2008-02-17      00:00	0.34	V
2008-02-18      00:00	0.6	V
2008-02-19      00:00	0.57	V
2008-02-20      00:00	0.32	V
2008-02-21      00:00	0.29	V
2008-02-22      00:00	1.11	V
2008-02-23      00:00	2.68	V
2008-02-24      00:00	1.42	V
2008-02-25      00:00	0.81	V
2008-02-26      00:00	0.62	V
2008-02-27      00:00	0.55	V
2008-02-28      00:00	0.4	V
2008-02-29      00:00	0.34	V
2008-03-01      00:00	0.31	V
2008-03-02      00:00	0.29	V
2008-03-03      00:00	0.25	V
2008-03-04      00:00	0.33	V
2008-03-05      00:00	0.44	V
2008-03-06      00:00	0.35	V
2008-03-07      00:00	1.86	V
2008-03-08      00:00	1.59	V
2008-03-09      00:00	0.92	V
2008-03-10      00:00	1.11	V
2008-03-11      00:00	0.68	V
2008-03-12      00:00	0.57	V
2008-03-13      00:00	0.5	V
2008-03-14      00:00	0.43	V
2008-03-15      00:00	0.34	V
2008-03-16      00:00	0.28	V
2008-03-17      00:00	0.22	V
2008-03-18      00:00	0.2	V
2008-03-19      00:00	0.26	V
2008-03-20      00:00	0.9	V
2008-03-21      00:00	0.67	V
2008-03-22      00:00	0.41	V
2008-03-23      00:00	0.26	V
2008-03-24      00:00	0.21	V
2008-03-25      00:00	0.14	V
2008-03-26      00:00	0.11	V
2008-03-27      00:00	0.11	V
2008-03-28      00:00	0.11	V
2008-03-29      00:00	0.11	V
2008-03-30      00:00	0.11	V
2008-03-31      00:00	0.1	V
2008-04-01      00:00	0.09	V
2008-04-02      00:00	0.09	V
2008-04-03      00:00	0.09	V
2008-04-04      00:00	0.09	V
2008-04-05      00:00	0.32	V
2008-04-06      00:00	1.02	V
2008-04-07      00:00	0.5	V
2008-04-08      00:00	0.3	V
2008-04-09      00:00	0.27	V
2008-04-10      00:00	0.19	V
2008-04-11      00:00	0.15	V
2008-04-12      00:00	0.13	V
2008-04-13      00:00	0.11	V
2008-04-14      00:00	0.07	V
2008-04-15      00:00	0.04	V
2008-04-16      00:00	0.03	V
2008-04-17      00:00	0.03	V
2008-04-18      00:00	0.02	V
2008-04-19      00:00	0.02	V
2008-04-20      00:00	0.03	V
2008-04-21      00:00	0.02	V
2008-04-22      00:00	0.02	V
2008-04-23      00:00	0.01	V
2008-04-24      00:00	0.01	V
2008-04-25      00:00	0.01	V
2008-04-26      00:00	0.01	V
2008-04-27      00:00	0	V
2008-04-28      00:00	0	V
2008-04-29      00:00	0.01	V
2008-04-30      00:00	0	V
2008-05-01      00:00	0	V
2008-05-02      00:00	0	V
2008-05-03      00:00	0	V
2008-05-04      00:00	0	V
2008-05-05      00:00	0	V
2008-05-06      00:00	0	V
2008-05-07      00:00	0	V
2008-05-08      00:00	0	V
2008-05-09      00:00	0	V
2008-05-10      00:00	0	V
2008-05-11      00:00	0	V
2008-05-12      00:00	0	V
2008-05-13      00:00	0	V
2008-05-14      00:00	0	V
2008-05-15      00:00	0	V
2008-05-16      00:00	0	V
2008-05-17      00:00	0	V
2008-05-18      00:00	0	V
2008-05-19      00:00	0	V
2008-05-20      00:00	0	V
2008-05-21      00:00	0	V
2008-05-22      00:00	0	V
2008-05-23      00:00	0	V
2008-05-24      00:00	0	V
2008-05-25      00:00	0	V
2008-05-26      00:00	0	V
2008-05-27      00:00	0	V
2008-05-28      00:00	0	V
2008-05-29      00:00	0	V
2008-05-30      00:00	0	V
2008-05-31      00:00	0	V
2008-06-01      00:00	0	V
2008-06-02      00:00	0	V
2008-06-03      00:00	0	V
2008-06-04      00:00	0	V
2008-06-05      00:00	0	V
2008-06-06      00:00	0	V
2008-06-07      00:00	0	V
2008-06-08      00:00	0	V
2008-06-09      00:00	0	V
2008-06-10      00:00	0	V
2008-06-11      00:00	0	V
2008-06-12      00:00	0	V
2008-06-13      00:00	0	V
2008-06-14      00:00	0	V
2008-06-15      00:00	0	V
2008-06-16      00:00	0	V
2008-06-17      00:00	0	V
2008-06-18      00:00	0	V
2008-06-19      00:00	0	V
2008-06-20      00:00	0	V
2008-06-21      00:00	0	V
2008-06-22      00:00	0	V
2008-06-23      00:00	0	V
2008-06-24      00:00	0	V
2008-06-25      00:00	0	V
2008-06-26      00:00	0	V
2008-06-27      00:00	0	V
2008-06-28      00:00	0	V
2008-06-29      00:00	0	V
2008-06-30      00:00	0	V
2008-07-01      00:00	0	V
2008-07-02      00:00	0	V
2008-07-03      00:00	0	V
2008-07-04      00:00	0	V
2008-07-05      00:00	0	V
2008-07-06      00:00	0	V
2008-07-07      00:00	0	V
2008-07-08      00:00	0	V
2008-07-09      00:00	0	V
2008-07-10      00:00	0	V
2008-07-11      00:00	0	V
2008-07-12      00:00	0	V
2008-07-13      00:00	0	V
2008-07-14      00:00	0	V
2008-07-15      00:00	0	V
2008-07-16      00:00	0	V
2008-07-17      00:00	0	V
2008-07-18      00:00	0	V
2008-07-19      00:00	0	V
2008-07-20      00:00	0	V
2008-07-21      00:00	0	V
2008-07-22      00:00	0	V
2008-07-23      00:00	0	V
2008-07-24      00:00	0	V
2008-07-25      00:00	0	V
2008-07-26      00:00	0	V
2008-07-27      00:00	0	V
2008-07-28      00:00	0	V
2008-07-29      00:00	0	V
2008-07-30      00:00	0	V
2008-07-31      00:00	0	V
2008-08-01      00:00	0	V
2008-08-02      00:00	0	V
2008-08-03      00:00	0	V
2008-08-04      00:00	0	V
2008-08-05      00:00	0	V
2008-08-06      00:00	0	V
2008-08-07      00:00	0	V
2008-08-08      00:00	0	V
2008-08-09      00:00	0	V
2008-08-10      00:00	0	V
2008-08-11      00:00	0	V
2008-08-12      00:00	0	V
2008-08-13      00:00	0	V
2008-08-14      00:00	0	V
2008-08-15      00:00	0	V
2008-08-16      00:00	0	V
2008-08-17      00:00	0	V
2008-08-18      00:00	0	V
2008-08-19      00:00	0	V
2008-08-20      00:00	0	V
2008-08-21      00:00	0	V
2008-08-22      00:00	0	V
2008-08-23      00:00	0	V
2008-08-24      00:00	0	V
2008-08-25      00:00	0	V
2008-08-26      00:00	0	V
2008-08-27      00:00	0	V
2008-08-28      00:00	0	V
2008-08-29      00:00	0	V
2008-08-30      00:00	0	V
2008-08-31      00:00	0	V
2008-09-01      00:00	0	V
2008-09-02      00:00	0	V
2008-09-03      00:00	0	V
2008-09-04      00:00	0	V
2008-09-05      00:00	0	V
2008-09-06      00:00	0	V
2008-09-07      00:00	0	V
2008-09-08      00:00	0	V
2008-09-09      00:00	0	V
2008-09-10      00:00	0	V
2008-09-11      00:00	0	V
2008-09-12      00:00	0	V
2008-09-13      00:00	0	V
2008-09-14      00:00	0	V
2008-09-15      00:00	0	V
2008-09-16      00:00	0	V
2008-09-17      00:00	0	V
2008-09-18      00:00	0	V
2008-09-19      00:00	0	V
2008-09-20      00:00	0	V
2008-09-21      00:00	0	V
2008-09-22      00:00	0	V
2008-09-23      00:00	0	V
2008-09-24      00:00	0	V
2008-09-25      00:00	0	V
2008-09-26      00:00	0	V
2008-09-27      00:00	0	V
2008-09-28      00:00	0	V
2008-09-29      00:00	0	V
2008-09-30      00:00	0	V
2008-10-01      00:00	0	V
2008-10-02      00:00	0	V
2008-10-03      00:00	0	V
2008-10-04      00:00	0	V
2008-10-05      00:00	0	V
2008-10-06      00:00	0	V
2008-10-07      00:00	0	V
2008-10-08      00:00	0	V
2008-10-09      00:00	0	V
2008-10-10      00:00	0	V
2008-10-11      00:00	0	V
2008-10-12      00:00	0	V
2008-10-13      00:00	0	V
2008-10-14      00:00	0	V
2008-10-15      00:00	0	V
2008-10-16      00:00	0	V
2008-10-17      00:00	0	V
2008-10-18      00:00	0	V
2008-10-19      00:00	0	V
2008-10-20      00:00	0	V
2008-10-21      00:00	0	V
2008-10-22      00:00	0	V
2008-10-23      00:00	0	V
2008-10-24      00:00	0	V
2008-10-25      00:00	0	V
2008-10-26      00:00	0	V
2008-10-27      00:00	0	V
2008-10-28      00:00	0	V
2008-10-29      00:00	0	V
2008-10-30      00:00	0	V
2008-10-31      00:00	0	V
2008-11-01      00:00	0	V
2008-11-02      00:00	0	V
2008-11-03      00:00	0	V
2008-11-04      00:00	0	V
2008-11-05      00:00	0	V
2008-11-06      00:00	0	V
2008-11-07      00:00	0	V
2008-11-08      00:00	0	V
2008-11-09      00:00	0	V
2008-11-10      00:00	0	V
2008-11-11      00:00	0	V
2008-11-12      00:00	0	V
2008-11-13      00:00	0	V
2008-11-14      00:00	0	V
2008-11-15      00:00	0	V
2008-11-16      00:00	0	V
2008-11-17      00:00	0	V
2008-11-18      00:00	0	V
2008-11-19      00:00	0	V
2008-11-20      00:00	0	V
2008-11-21      00:00	0	V
2008-11-22      00:00	0	V
2008-11-23      00:00	0	V
2008-11-24      00:00	0	V
2008-11-25      00:00	0	V
2008-11-26      00:00	0	V
2008-11-27      00:00	0	V
2008-11-28      00:00	0	V
2008-11-29      00:00	0.02	V
2008-11-30      00:00	0.12	V
2008-12-01      00:00	0.18	V
2008-12-02      00:00	0.06	V
2008-12-03      00:00	0.03	V
2008-12-04      00:00	0.03	V
2008-12-05      00:00	0.03	V
2008-12-06      00:00	0.03	V
2008-12-07      00:00	0.02	V
2008-12-08      00:00	0.02	V
2008-12-09      00:00	0.02	V
2008-12-10      00:00	0.06	V
2008-12-11      00:00	3.04	V
2008-12-12      00:00	1.89	V
2008-12-13      00:00	0.69	V
2008-12-14      00:00	0.44	V
2008-12-15      00:00	0.41	V
2008-12-16      00:00	0.39	V
2008-12-17      00:00	0.37	V
2008-12-18      00:00	0.35	V
2008-12-19      00:00	0.34	V
2008-12-20      00:00	0.35	V
2008-12-21      00:00	0.34	V
2008-12-22      00:00	0.26	V
2008-12-23      00:00	0.19	V
2008-12-24      00:00	0.47	V
2008-12-25      00:00	0.41	V
2008-12-26      00:00	0.29	V
2008-12-27      00:00	0.24	V
2008-12-28      00:00	0.27	V
2008-12-29      00:00	0.26	V
2008-12-30      00:00	0.22	V
2008-12-31      00:00	0.16	V
2009-01-01      00:00	0.13	V
2009-01-02      00:00	0.11	V
2009-01-03      00:00	0.21	V
2009-01-04      00:00	0.25	V
2009-01-05      00:00	0.2	V
2009-01-06      00:00	0.19	V
2009-01-07      00:00	0.21	V
2009-01-08      00:00	0.18	V
2009-01-09      00:00	0.13	V
2009-01-10      00:00	0.09	V
2009-01-11      00:00	0.11	V
2009-01-12      00:00	0.26	V
2009-01-13      00:00	0.24	V
2009-01-14      00:00	0.11	V
2009-01-15      00:00	0.07	V
2009-01-16      00:00	0.05	V
2009-01-17      00:00	0.04	V
2009-01-18      00:00	0.06	V
2009-01-19      00:00	0.14	V
2009-01-20      00:00	0.12	V
2009-01-21      00:00	0.07	V
2009-01-22      00:00	0.05	V
2009-01-23      00:00	0.05	V
2009-01-24      00:00	0.06	V
2009-01-25      00:00	0.08	V
2009-01-26      00:00	0.08	V
2009-01-27      00:00	0.08	V
2009-01-28      00:00	0.14	V
2009-01-29      00:00	0.25	V
2009-01-30      00:00	0.14	V
2009-01-31      00:00	0.08	V
2009-02-01      00:00	0.05	V
2009-02-02      00:00	0.05	V
2009-02-03      00:00	0.05	V
2009-02-04      00:00	0.04	V
2009-02-05      00:00	0.03	V
2009-02-06      00:00	0.03	V
2009-02-07      00:00	0.03	V
2009-02-08      00:00	0.03	V
2009-02-09      00:00	0.03	V
2009-02-10      00:00	0.04	V
2009-02-11      00:00	0.04	V
2009-02-12      00:00	0.05	V
2009-02-13      00:00	0.05	V
2009-02-14      00:00	0.05	V
2009-02-15      00:00	0.05	V
2009-02-16      00:00	0.05	V
2009-02-17      00:00	0.04	V
2009-02-18      00:00	0.03	V
2009-02-19      00:00	0.05	V
2009-02-20      00:00	0.04	V
2009-02-21      00:00	0.03	V
2009-02-22      00:00	0.03	V
2009-02-23      00:00	0.02	V
2009-02-24      00:00	0.02	V
2009-02-25      00:00	0.02	V
2009-02-26      00:00	0.08	V
2009-02-27      00:00	0.14	V
2009-02-28      00:00	0.1	V
2009-03-01      00:00	1.2	V
2009-03-02      00:00	0.62	V
2009-03-03      00:00	0.24	V
2009-03-04      00:00	0.13	V
2009-03-05      00:00	0.1	V
2009-03-06      00:00	0.21	V
2009-03-07      00:00	0.2	V
2009-03-08      00:00	0.11	V
2009-03-09      00:00	0.09	V
2009-03-10      00:00	0.09	V
2009-03-11      00:00	0.08	V
2009-03-12      00:00	0.08	V
2009-03-13      00:00	0.07	V
2009-03-14      00:00	0.07	V
2009-03-15      00:00	0.09	V
2009-03-16      00:00	0.48	V
2009-03-17      00:00	0.54	V
2009-03-18      00:00	0.32	V
2009-03-19      00:00	0.19	V
2009-03-20      00:00	0.14	V
2009-03-21      00:00	0.11	V
2009-03-22      00:00	0.08	V
2009-03-23      00:00	0.07	V
2009-03-24      00:00	0.06	V
2009-03-25      00:00	0.06	V
2009-03-26      00:00	0.07	V
2009-03-27      00:00	0.1	V
2009-03-28      00:00	7.01	V
2009-03-29      00:00	6.76	V
2009-03-30      00:00	3.02	V
2009-03-31      00:00	3.55	V
2009-04-01      00:00	8.46	V
2009-04-02      00:00	10.96	V
2009-04-03      00:00	9.71	V
2009-04-04      00:00	4.23	V
2009-04-05      00:00	4.2	V
2009-04-06      00:00	4.91	V
2009-04-07      00:00	2.26	V
2009-04-08      00:00	1.19	V
2009-04-09      00:00	0.99	V
2009-04-10      00:00	0.91	V
2009-04-11      00:00	0.72	V
2009-04-12      00:00	0.67	V
2009-04-13      00:00	2.09	V
2009-04-14      00:00	4.69	V
2009-04-15      00:00	2.01	V
2009-04-16      00:00	1.24	V
2009-04-17      00:00	1.05	V
2009-04-18      00:00	1.14	V
2009-04-19      00:00	0.82	V
2009-04-20      00:00	0.62	V
2009-04-21      00:00	0.49	V
2009-04-22      00:00	0.38	V
2009-04-23      00:00	0.33	V
2009-04-24      00:00	0.31	V
2009-04-25      00:00	0.3	V
2009-04-26      00:00	0.27	V
2009-04-27      00:00	0.24	V
2009-04-28      00:00	0.21	V
2009-04-29      00:00	0.2	V
2009-04-30      00:00	0.17	V
2009-05-01      00:00	0.15	V
2009-05-02      00:00	0.14	V
2009-05-03      00:00	0.13	V
2009-05-04      00:00	0.11	V
2009-05-05      00:00	0.21	V
2009-05-06      00:00	0.23	V
2009-05-07      00:00	0.17	V
2009-05-08      00:00	0.16	V
2009-05-09      00:00	0.12	V
2009-05-10      00:00	0.09	V
2009-05-11      00:00	0.06	V
2009-05-12      00:00	0.05	V
2009-05-13      00:00	0.04	V
2009-05-14      00:00	0.03	V
2009-05-15      00:00	0.04	V
2009-05-16      00:00	0.13	V
2009-05-17      00:00	0.57	V
2009-05-18      00:00	0.35	V
2009-05-19      00:00	0.17	V
2009-05-20      00:00	0.09	V
2009-05-21      00:00	0.17	V
2009-05-22      00:00	0.5	V
2009-05-23      00:00	0.57	V
2009-05-24      00:00	0.48	V
2009-05-25      00:00	0.27	V
2009-05-26      00:00	0.24	V
2009-05-27      00:00	0.54	V
2009-05-28      00:00	0.36	V
2009-05-29      00:00	0.23	V
2009-05-30      00:00	0.18	V
2009-05-31      00:00	0.13	V
2009-06-01      00:00	0.08	V
2009-06-02      00:00	0.05	V
2009-06-03      00:00	0.03	V
2009-06-04      00:00	0.22	V
2009-06-05      00:00	0.85	V
2009-06-06      00:00	1.71	V
2009-06-07      00:00	0.79	V
2009-06-08      00:00	0.42	V
2009-06-09      00:00	0.49	V
2009-06-10      00:00	0.5	V
2009-06-11      00:00	0.41	V
2009-06-12      00:00	0.18	V
2009-06-13      00:00	0.1	V
2009-06-14      00:00	0.1	V
2009-06-15      00:00	0.11	V
2009-06-16      00:00	0.06	V
2009-06-17      00:00	0.04	V
2009-06-18      00:00	0.04	V
2009-06-19      00:00	0.02	V
2009-06-20      00:00	0.01	V
2009-06-21      00:00	0	V
2009-06-22      00:00	0	V
2009-06-23      00:00	0	V
2009-06-24      00:00	0	V
2009-06-25      00:00	0	V
2009-06-26      00:00	0	V
2009-06-27      00:00	0	V
2009-06-28      00:00	0	V
2009-06-29      00:00	0	V
2009-06-30      00:00	0	V
2009-07-01      00:00	0	V
2009-07-02      00:00	0	V
2009-07-03      00:00	0	V
2009-07-04      00:00	0	V
2009-07-05      00:00	0	V
2009-07-06      00:00	0	V
2009-07-07      00:00	0	V
2009-07-08      00:00	0	V
2009-07-09      00:00	0	V
2009-07-10      00:00	0	V
2009-07-11      00:00	0	V
2009-07-12      00:00	0	V
2009-07-13      00:00	0	V
2009-07-14      00:00	0	V
2009-07-15      00:00	0	V
2009-07-16      00:00	0	V
2009-07-17      00:00	0	V
2009-07-18      00:00	0	V
2009-07-19      00:00	0	V
2009-07-20      00:00	0	V
2009-07-21      00:00	0	V
2009-07-22      00:00	0	V
2009-07-23      00:00	0	V
2009-07-24      00:00	0	V
2009-07-25      00:00	0	V
2009-07-26      00:00	0	V
2009-07-27      00:00	0	V
2009-07-28      00:00	0	V
2009-07-29      00:00	0	V
2009-07-30      00:00	0	V
2009-07-31      00:00	0	V
2009-08-01      00:00	0	V
2009-08-02      00:00	0	V
2009-08-03      00:00	0	V
2009-08-04      00:00	0	V
2009-08-05      00:00	0	V
2009-08-06      00:00	0	V
2009-08-07      00:00	0	V
2009-08-08      00:00	0	V
2009-08-09      00:00	0	V
2009-08-10      00:00	0	V
2009-08-11      00:00	0	V
2009-08-12      00:00	0	V
2009-08-13      00:00	0.4	V
2009-08-14      00:00	0.22	V
2009-08-15      00:00	0.11	V
2009-08-16      00:00	0.23	V
2009-08-17      00:00	0.49	V
2009-08-18      00:00	0.32	V
2009-08-19      00:00	0.35	V
2009-08-20      00:00	0.46	V
2009-08-21      00:00	0.39	V
2009-08-22      00:00	0.17	V
2009-08-23      00:00	0.09	V
2009-08-24      00:00	0.06	V
2009-08-25      00:00	0.04	V
2009-08-26      00:00	0.03	V
2009-08-27      00:00	0.03	V
2009-08-28      00:00	0.2	V
2009-08-29      00:00	1.18	V
2009-08-30      00:00	0.41	V
2009-08-31      00:00	0.5	V
2009-09-01      00:00	0.41	V
2009-09-02      00:00	0.33	V
2009-09-03      00:00	0.22	V
2009-09-04      00:00	0.37	V
2009-09-05      00:00	0.4	V
2009-09-06      00:00	0.19	V
2009-09-07      00:00	0.09	V
2009-09-08      00:00	0.06	V
2009-09-09      00:00	0.04	V
2009-09-10      00:00	0.04	V
2009-09-11      00:00	0.06	V
2009-09-12      00:00	0.05	V
2009-09-13      00:00	0.04	V
2009-09-14      00:00	0.03	V
2009-09-15      00:00	0.02	V
2009-09-16      00:00	0.01	V
2009-09-17      00:00	0	V
2009-09-18      00:00	0.02	V
2009-09-19      00:00	0.05	V
2009-09-20      00:00	0.32	V
2009-09-21      00:00	0.49	V
2009-09-22      00:00	0.22	V
2009-09-23      00:00	0.14	V
2009-09-24      00:00	0.1	V
2009-09-25      00:00	0.08	V
2009-09-26      00:00	0.06	V
2009-09-27      00:00	0.05	V
2009-09-28      00:00	0.04	V
2009-09-29      00:00	0.02	V
2009-09-30      00:00	0.01	V
2009-10-01      00:00	0	V
2009-10-02      00:00	0	V
2009-10-03      00:00	0	V
2009-10-04      00:00	0	V
2009-10-05      00:00	0	V
2009-10-06      00:00	0.1	V
2009-10-07      00:00	0.11	V
2009-10-08      00:00	0.08	V
2009-10-09      00:00	0.06	V
2009-10-10      00:00	0.05	V
2009-10-11      00:00	0.03	V
2009-10-12      00:00	0.03	V
2009-10-13      00:00	0.01	V
2009-10-14      00:00	0.02	V
2009-10-15      00:00	0.14	V
2009-10-16      00:00	0.73	V
2009-10-17      00:00	0.5	V
2009-10-18      00:00	0.15	V
2009-10-19      00:00	0.18	V
2009-10-20      00:00	0.09	V
2009-10-21      00:00	0.03	V
2009-10-22      00:00	0.02	V
2009-10-23      00:00	0.03	V
2009-10-24      00:00	0.03	V
2009-10-25      00:00	0.02	V
2009-10-26      00:00	0.01	V
2009-10-27      00:00	0.04	V
2009-10-28      00:00	0.2	V
2009-10-29      00:00	0.13	V
2009-10-30      00:00	0.07	V
2009-10-31      00:00	0.06	V
2009-11-01      00:00	0.05	V
2009-11-02      00:00	0.03	V
2009-11-03      00:00	0.02	V
2009-11-04      00:00	0.02	V
2009-11-05      00:00	0.01	V
2009-11-06      00:00	0.01	V
2009-11-07      00:00	0	V
2009-11-08      00:00	0	V
2009-11-09      00:00	0	V
2009-11-10      00:00	0.05	V
2009-11-11      00:00	0.41	V
2009-11-12      00:00	0.26	V
2009-11-13      00:00	0.1	V
2009-11-14      00:00	0.06	V
2009-11-15      00:00	0.04	V
2009-11-16      00:00	0.03	V
2009-11-17      00:00	0.02	V
2009-11-18      00:00	0.02	V
2009-11-19      00:00	0.03	V
2009-11-20      00:00	0.1	V
2009-11-21      00:00	0.05	V
2009-11-22      00:00	0.09	V
2009-11-23      00:00	0.18	V
2009-11-24      00:00	0.09	V
2009-11-25      00:00	0.07	V
2009-11-26      00:00	0.05	V
2009-11-27      00:00	0.02	V
2009-11-28      00:00	0.01	V
2009-11-29      00:00	0.01	V
2009-11-30      00:00	0.01	V
2009-12-01      00:00	0.01	V
2009-12-02      00:00	0.34	V
2009-12-03      00:00	0.97	V
2009-12-04      00:00	0.31	V
2009-12-05      00:00	0.31	V
2009-12-06      00:00	0.36	V
2009-12-07      00:00	0.23	V
2009-12-08      00:00	0.2	V
2009-12-09      00:00	0.21	V
2009-12-10      00:00	0.41	V
2009-12-11      00:00	0.15	V
2009-12-12      00:00	0.13	V
2009-12-13      00:00	2.33	V
2009-12-14      00:00	1.38	V
2009-12-15      00:00	3.31	V
2009-12-16      00:00	2.06	V
2009-12-17      00:00	1.13	V
2009-12-18      00:00	2.66	V
2009-12-19      00:00	3.34	V
2009-12-20      00:00	1.38	V
2009-12-21      00:00	0.71	V
2009-12-22      00:00	0.58	V
2009-12-23      00:00	0.39	V
2009-12-24      00:00	0.31	V
2009-12-25      00:00	1.63	V
2009-12-26      00:00	1.18	V
2009-12-27      00:00	0.52	V
2009-12-28      00:00	0.38	V
2009-12-29      00:00	0.31	V
2009-12-30      00:00	0.25	V
2009-12-31      00:00	0.51	V
2010-01-01      00:00	0.53	V
2010-01-02      00:00	0.38	V
2010-01-03      00:00	0.26	V
2010-01-04      00:00	0.19	V
2010-01-05      00:00	0.14	V
2010-01-06      00:00	0.1	V
2010-01-07      00:00	0.08	V
2010-01-08      00:00	0.08	V
