Date	Time	Qobs	Cali_Valid_Flag
2004-07-01	00:00	16.91	V
2004-07-02	00:00	17.25	V
2004-07-03	00:00	17.02	V
2004-07-04	00:00	16.33	V
2004-07-05	00:00	15.3	V
2004-07-06	00:00	14.15	V
2004-07-07	00:00	13.46	V
2004-07-08	00:00	15.53	V
2004-07-09	00:00	17.25	V
2004-07-10	00:00	20.01	V
2004-07-11	00:00	16.79	V
2004-07-12	00:00	20.13	V
2004-07-13	00:00	18.52	V
2004-07-14	00:00	18.75	V
2004-07-15	00:00	15.87	V
2004-07-16	00:00	17.94	V
2004-07-17	00:00	15.41	V
2004-07-18	00:00	17.94	V
2004-07-19	00:00	16.68	V
2004-07-20	00:00	16.45	V
2004-07-21	00:00	26.34	V
2004-07-22	00:00	24.84	V
2004-07-23	00:00	21.74	V
2004-07-24	00:00	19.09	V
2004-07-25	00:00	27.03	V
2004-07-26	00:00	35.42	V
2004-07-27	00:00	50.95	V
2004-07-28	00:00	46.35	V
2004-07-29	00:00	36.92	V
2004-07-30	00:00	32.2	V
2004-07-31	00:00	30.94	V
2004-08-01	00:00	35.88	V
2004-08-02	00:00	54.17	V
2004-08-03	00:00	61.76	V
2004-08-04	00:00	51.75	V
2004-08-05	00:00	54.97	V
2004-08-06	00:00	56.24	V
2004-08-07	00:00	52.56	V
2004-08-08	00:00	54.4	V
2004-08-09	00:00	63.25	V
2004-08-10	00:00	60.49	V
2004-08-11	00:00	51.87	V
2004-08-12	00:00	70.96	V
2004-08-13	00:00	91.31	V
2004-08-14	00:00	91.43	V
2004-08-15	00:00	81.54	V
2004-08-16	00:00	73.6	V
2004-08-17	00:00	68.43	V
2004-08-18	00:00	76.25	V
2004-08-19	00:00	132.25	V
2004-08-20	00:00	132.25	V
2004-08-21	00:00	118.45	V
2004-08-22	00:00	108.91	V
2004-08-23	00:00	102.93	V
2004-08-24	00:00	93.96	V
2004-08-25	00:00	91.89	V
2004-08-26	00:00	90.74	V
2004-08-27	00:00	83.61	V
2004-08-28	00:00	81.19	V
2004-08-29	00:00	78.78	V
2004-08-30	00:00	83.38	V
2004-08-31	00:00	74.52	V
2004-09-01	00:00	65.21	V
2004-09-02	00:00	61.41	V
2004-09-03	00:00	57.5	V
2004-09-04	00:00	51.64	V
2004-09-05	00:00	49.34	V
2004-09-06	00:00	47.04	V
2004-09-07	00:00	43.47	V
2004-09-08	00:00	42.32	V
2004-09-09	00:00	46.69	V
2004-09-10	00:00	40.37	V
2004-09-11	00:00	36.46	V
2004-09-12	00:00	43.36	V
2004-09-13	00:00	40.14	V
2004-09-14	00:00	36.11	V
2004-09-15	00:00	37.49	V
2004-09-16	00:00	41.98	V
2004-09-17	00:00	47.27	V
2004-09-18	00:00	58.54	V
2004-09-19	00:00	59.92	V
2004-09-20	00:00	61.3	V
2004-09-21	00:00	66.47	V
2004-09-22	00:00	51.75	V
2004-09-23	00:00	45.66	V
2004-09-24	00:00	44.39	V
2004-09-25	00:00	43.24	V
2004-09-26	00:00	41.98	V
2004-09-27	00:00	40.6	V
2004-09-28	00:00	39.22	V
2004-09-29	00:00	41.29	V
2004-09-30	00:00	36.69	V
2004-10-01	00:00	34.16	V
2004-10-02	00:00	33.01	V
2004-10-03	00:00	30.25	V
2004-10-04	00:00	28.18	V
2004-10-05	00:00	26.8	V
2004-10-06	00:00	25.19	V
2004-10-07	00:00	23.69	V
2004-10-08	00:00	22.31	V
2004-10-09	00:00	24.15	V
2004-10-10	00:00	24.15	V
2004-10-11	00:00	24.61	V
2004-10-12	00:00	20.47	V
2004-10-13	00:00	18.75	V
2004-10-14	00:00	17.37	V
2004-10-15	00:00	16.79	V
2004-10-16	00:00	16.79	V
2004-10-17	00:00	15.76	V
2004-10-18	00:00	15.3	V
2004-10-19	00:00	14.61	V
2004-10-20	00:00	14.03	V
2004-10-21	00:00	13.34	V
2004-10-22	00:00	13.11	V
2004-10-23	00:00	12.88	V
2004-10-24	00:00	12.42	V
2004-10-25	00:00	11.96	V
2004-10-26	00:00	11.73	V
2004-10-27	00:00	11.45	V
2004-10-28	00:00	11.22	V
2004-10-29	00:00	10.99	V
2004-10-30	00:00	10.78	V
2004-10-31	00:00	10.55	V
2004-11-01	00:00	10.55	V
2004-11-02	00:00	10.33	V
2004-11-03	00:00	10.1	V
2004-11-04	00:00	9.87	V
2004-11-05	00:00	9.87	V
2004-11-06	00:00	9.42	V
2004-11-07	00:00	9.42	V
2004-11-08	00:00	8.97	V
2004-11-09	00:00	8.97	V
2004-11-10	00:00	8.74	V
2004-11-11	00:00	8.51	V
2004-11-12	00:00	8.52	V
2004-11-13	00:00	8.3	V
2004-11-14	00:00	8.07	V
2004-11-15	00:00	7.85	V
2004-11-16	00:00	7.85	V
2004-11-17	00:00	7.62	V
2004-11-18	00:00	7.62	V
2004-11-19	00:00	7.41	V
2004-11-20	00:00	7.18	V
2004-11-21	00:00	6.96	V
2004-11-22	00:00	6.96	V
2004-11-23	00:00	7.02	V
2004-11-24	00:00	6.79	V
2004-11-25	00:00	6.79	V
2004-11-26	00:00	6.79	V
2004-11-27	00:00	6.56	V
2004-11-28	00:00	6.56	V
2004-11-29	00:00	6.56	V
2004-11-30	00:00	6.56	V
2004-12-01	00:00	6.1	V
2004-12-02	00:00	6.1	V
2004-12-03	00:00	6.1	V
2004-12-04	00:00	6.1	V
2004-12-05	00:00	5.98	V
2004-12-06	00:00	5.75	V
2004-12-07	00:00	5.75	V
2004-12-08	00:00	5.75	V
2004-12-09	00:00	5.58	V
2004-12-10	00:00	5.58	V
2004-12-11	00:00	5.58	V
2004-12-12	00:00	5.41	V
2004-12-13	00:00	5.29	V
2004-12-14	00:00	5.29	V
2004-12-15	00:00	5.06	V
2004-12-16	00:00	5.06	V
2004-12-17	00:00	5.06	V
2004-12-18	00:00	4.89	V
2004-12-19	00:00	4.89	V
2004-12-20	00:00	4.72	V
2004-12-21	00:00	4.54	V
2004-12-22	00:00	4.6	V
2004-12-23	00:00	4.54	V
2004-12-24	00:00	4.54	V
2004-12-25	00:00	4.2	V
2004-12-26	00:00	4.2	V
2004-12-27	00:00	4.2	V
2004-12-28	00:00	4.2	V
2004-12-29	00:00	4.2	V
2004-12-30	00:00	4.03	V
2004-12-31	00:00	4.03	V
2005-01-01	00:00	3.68	V
2005-01-02	00:00	3.68	V
2005-01-03	00:00	3.53	V
2005-01-04	00:00	3.53	V
2005-01-05	00:00	3.37	V
2005-01-06	00:00	3.37	V
2005-01-07	00:00	3.37	V
2005-01-08	00:00	3.37	V
2005-01-09	00:00	3.22	V
2005-01-10	00:00	3.22	V
2005-01-11	00:00	3.22	V
2005-01-12	00:00	3.22	V
2005-01-13	00:00	3.22	V
2005-01-14	00:00	3.22	V
2005-01-15	00:00	3.22	V
2005-01-16	00:00	3.22	V
2005-01-17	00:00	3.22	V
2005-01-18	00:00	3.22	V
2005-01-19	00:00	3.22	V
2005-01-20	00:00	3.07	V
2005-01-21	00:00	3	V
2005-01-22	00:00	2.99	V
2005-01-23	00:00	2.93	V
2005-01-24	00:00	2.78	V
2005-01-25	00:00	2.78	V
2005-01-26	00:00	2.78	V
2005-01-27	00:00	2.78	V
2005-01-28	00:00	2.78	V
2005-01-29	00:00	2.71	V
2005-01-30	00:00	2.65	V
2005-01-31	00:00	2.65	V
2005-02-01	00:00	2.65	V
2005-02-02	00:00	2.65	V
2005-02-03	00:00	2.65	V
2005-02-04	00:00	2.65	V
2005-02-05	00:00	2.71	V
2005-02-06	00:00	2.93	V
2005-02-07	00:00	2.93	V
2005-02-08	00:00	2.99	V
2005-02-09	00:00	3.07	V
2005-02-10	00:00	3.07	V
2005-02-11	00:00	3.07	V
2005-02-12	00:00	3.07	V
2005-02-13	00:00	3	V
2005-02-14	00:00	2.93	V
2005-02-15	00:00	3	V
2005-02-16	00:00	3.07	V
2005-02-17	00:00	3.83	V
2005-02-18	00:00	4.34	V
2005-02-19	00:00	3.77	V
2005-02-20	00:00	3.37	V
2005-02-21	00:00	3.15	V
2005-02-22	00:00	3.07	V
2005-02-23	00:00	2.93	V
2005-02-24	00:00	2.86	V
2005-02-25	00:00	2.65	V
2005-02-26	00:00	2.5	V
2005-02-27	00:00	2.36	V
2005-02-28	00:00	2.79	V
2005-03-01	00:00	2.86	V
2005-03-02	00:00	3.08	V
2005-03-03	00:00	3.69	V
2005-03-04	00:00	2.78	V
2005-03-05	00:00	2.5	V
2005-03-06	00:00	2.29	V
2005-03-07	00:00	2.19	V
2005-03-08	00:00	2.22	V
2005-03-09	00:00	2.22	V
2005-03-10	00:00	2.08	V
2005-03-11	00:00	2.08	V
2005-03-12	00:00	1.94	V
2005-03-13	00:00	2.22	V
2005-03-14	00:00	2.29	V
2005-03-15	00:00	2.19	V
2005-03-16	00:00	1.94	V
2005-03-17	00:00	1.94	V
2005-03-18	00:00	1.94	V
2005-03-19	00:00	1.87	V
2005-03-20	00:00	1.84	V
2005-03-21	00:00	1.81	V
2005-03-22	00:00	2.01	V
2005-03-23	00:00	2.53	V
2005-03-24	00:00	2.71	V
2005-03-25	00:00	2.65	V
2005-03-26	00:00	2.07	V
2005-03-27	00:00	1.96	V
2005-03-28	00:00	1.96	V
2005-03-29	00:00	1.96	V
2005-03-30	00:00	2.65	V
2005-03-31	00:00	4.53	V
2005-04-01	00:00	4.01	V
2005-04-02	00:00	3	V
2005-04-03	00:00	2.65	V
2005-04-04	00:00	2.42	V
2005-04-05	00:00	2.29	V
2005-04-06	00:00	2.22	V
2005-04-07	00:00	3.31	V
2005-04-08	00:00	5.26	V
2005-04-09	00:00	3.85	V
2005-04-10	00:00	3.22	V
2005-04-11	00:00	3.15	V
2005-04-12	00:00	5.32	V
2005-04-13	00:00	3.77	V
2005-04-14	00:00	3.22	V
2005-04-15	00:00	2.88	V
2005-04-16	00:00	2.78	V
2005-04-17	00:00	2.5	V
2005-04-18	00:00	2.5	V
2005-04-19	00:00	2.43	V
2005-04-20	00:00	2.22	V
2005-04-21	00:00	2.22	V
2005-04-22	00:00	2.08	V
2005-04-23	00:00	2.08	V
2005-04-24	00:00	1.94	V
2005-04-25	00:00	1.94	V
2005-04-26	00:00	2.22	V
2005-04-27	00:00	2.58	V
2005-04-28	00:00	3.16	V
2005-04-29	00:00	4.86	V
2005-04-30	00:00	4.17	V
2005-05-01	00:00	3.6	V
2005-05-02	00:00	3.11	V
2005-05-03	00:00	3.11	V
2005-05-04	00:00	2.76	V
2005-05-05	00:00	4.83	V
2005-05-06	00:00	3.92	V
2005-05-07	00:00	3.15	V
2005-05-08	00:00	3.15	V
2005-05-09	00:00	2.86	V
2005-05-10	00:00	2.78	V
2005-05-11	00:00	3.07	V
2005-05-12	00:00	3.3	V
2005-05-13	00:00	3.45	V
2005-05-14	00:00	3.85	V
2005-05-15	00:00	4.03	V
2005-05-16	00:00	3.8	V
2005-05-17	00:00	3.37	V
2005-05-18	00:00	3.78	V
2005-05-19	00:00	12.54	V
2005-05-20	00:00	17.71	V
2005-05-21	00:00	14.03	V
2005-05-22	00:00	10.91	V
2005-05-23	00:00	7.75	V
2005-05-24	00:00	5.91	V
2005-05-25	00:00	5.5	V
2005-05-26	00:00	5.11	V
2005-05-27	00:00	4.59	V
2005-05-28	00:00	4.72	V
2005-05-29	00:00	8.82	V
2005-05-30	00:00	9.05	V
2005-05-31	00:00	7.22	V
2005-06-01	00:00	5.85	V
2005-06-02	00:00	5.44	V
2005-06-03	00:00	5.26	V
2005-06-04	00:00	4.82	V
2005-06-05	00:00	4.5	V
2005-06-06	00:00	4.54	V
2005-06-07	00:00	4.16	V
2005-06-08	00:00	3.92	V
2005-06-09	00:00	6.06	V
2005-06-10	00:00	8.58	V
2005-06-11	00:00	8.91	V
2005-06-12	00:00	7.04	V
2005-06-13	00:00	6.03	V
2005-06-14	00:00	5.39	V
2005-06-15	00:00	5.75	V
2005-06-16	00:00	5.15	V
2005-06-17	00:00	4.86	V
2005-06-18	00:00	4.67	V
2005-06-19	00:00	4.62	V
2005-06-20	00:00	4.82	V
2005-06-21	00:00	4.5	V
2005-06-22	00:00	4.17	V
2005-06-23	00:00	3.76	V
2005-06-24	00:00	5.95	V
2005-06-25	00:00	5.97	V
2005-06-26	00:00	5.85	V
2005-06-27	00:00	5.49	V
2005-06-28	00:00	6.6	V
2005-06-29	00:00	7.14	V
2005-06-30	00:00	7.81	V
2005-07-01	00:00	11.73	V
2005-07-02	00:00	12.77	V
2005-07-03	00:00	17.37	V
2005-07-04	00:00	21.16	V
2005-07-05	00:00	16.91	V
2005-07-06	00:00	15.87	V
2005-07-07	00:00	15.64	V
2005-07-08	00:00	19.44	V
2005-07-09	00:00	18.29	V
2005-07-10	00:00	15.87	V
2005-07-11	00:00	14.49	V
2005-07-12	00:00	16.56	V
2005-07-13	00:00	14.95	V
2005-07-14	00:00	15.41	V
2005-07-15	00:00	14.49	V
2005-07-16	00:00	13.23	V
2005-07-17	00:00	12.19	V
2005-07-18	00:00	15.18	V
2005-07-19	00:00	14.61	V
2005-07-20	00:00	14.26	V
2005-07-21	00:00	13.8	V
2005-07-22	00:00	12.77	V
2005-07-23	00:00	13.11	V
2005-07-24	00:00	13.11	V
2005-07-25	00:00	16.68	V
2005-07-26	00:00	21.05	V
2005-07-27	00:00	33.12	V
2005-07-28	00:00	32.09	V
2005-07-29	00:00	25.19	V
2005-07-30	00:00	31.17	V
2005-07-31	00:00	40.37	V
2005-08-01	00:00	42.32	V
2005-08-02	00:00	44.62	V
2005-08-03	00:00	38.99	V
2005-08-04	00:00	35.88	V
2005-08-05	00:00	45.66	V
2005-08-06	00:00	53.02	V
2005-08-07	00:00	52.21	V
2005-08-08	00:00	57.73	V
2005-08-09	00:00	70.38	V
2005-08-10	00:00	67.39	V
2005-08-11	00:00	68.89	V
2005-08-12	00:00	73.14	V
2005-08-13	00:00	81.65	V
2005-08-14	00:00	83.61	V
2005-08-15	00:00	74.98	V
2005-08-16	00:00	68.66	V
2005-08-17	00:00	63.94	V
2005-08-18	00:00	57.85	V
2005-08-19	00:00	54.74	V
2005-08-20	00:00	51.06	V
2005-08-21	00:00	50.37	V
2005-08-22	00:00	47.73	V
2005-08-23	00:00	47.5	V
2005-08-24	00:00	40.48	V
2005-08-25	00:00	37.61	V
2005-08-26	00:00	39.56	V
2005-08-27	00:00	36.8	V
2005-08-28	00:00	35.42	V
2005-08-29	00:00	31.74	V
2005-08-30	00:00	28.64	V
2005-08-31	00:00	26.45	V
2005-09-01	00:00	25.19	V
2005-09-02	00:00	24.04	V
2005-09-03	00:00	24.84	V
2005-09-04	00:00	26.68	V
2005-09-05	00:00	23.35	V
2005-09-06	00:00	20.93	V
2005-09-07	00:00	26.45	V
2005-09-08	00:00	30.94	V
2005-09-09	00:00	28.98	V
2005-09-10	00:00	33.93	V
2005-09-11	00:00	33.35	V
2005-09-12	00:00	37.15	V
2005-09-13	00:00	47.73	V
2005-09-14	00:00	89.59	V
2005-09-15	00:00	59.57	V
2005-09-16	00:00	58.19	V
2005-09-17	00:00	91.31	V
2005-09-18	00:00	129.95	V
2005-09-19	00:00	106.38	V
2005-09-20	00:00	90.28	V
2005-09-21	00:00	89.01	V
2005-09-22	00:00	88.9	V
2005-09-23	00:00	86.02	V
2005-09-24	00:00	77.74	V
2005-09-25	00:00	74.87	V
2005-09-26	00:00	74.52	V
2005-09-27	00:00	76.48	V
2005-09-28	00:00	65.32	V
2005-09-29	00:00	58.31	V
2005-09-30	00:00	52.21	V
2005-10-01	00:00	46.46	V
2005-10-02	00:00	47.96	V
2005-10-03	00:00	51.29	V
2005-10-04	00:00	59	V
2005-10-05	00:00	44.39	V
2005-10-06	00:00	37.95	V
2005-10-07	00:00	35.31	V
2005-10-08	00:00	38.41	V
2005-10-09	00:00	44.28	V
2005-10-10	00:00	36.46	V
2005-10-11	00:00	32.89	V
2005-10-12	00:00	31.28	V
2005-10-13	00:00	33.81	V
2005-10-14	00:00	31.51	V
2005-10-15	00:00	27.03	V
2005-10-16	00:00	26.91	V
2005-10-17	00:00	24.15	V
2005-10-18	00:00	22.54	V
2005-10-19	00:00	21.51	V
2005-10-20	00:00	20.93	V
2005-10-21	00:00	20.59	V
2005-10-22	00:00	21.16	V
2005-10-23	00:00	22.08	V
2005-10-24	00:00	19.55	V
2005-10-25	00:00	18.06	V
2005-10-26	00:00	18.52	V
2005-10-27	00:00	17.71	V
2005-10-28	00:00	17.02	V
2005-10-29	00:00	16.22	V
2005-10-30	00:00	15.53	V
2005-10-31	00:00	14.95	V
2005-11-01	00:00	14.61	V
2005-11-02	00:00	14.49	V
2005-11-03	00:00	13.8	V
2005-11-04	00:00	13.8	V
2005-11-05	00:00	13.69	V
2005-11-06	00:00	13.92	V
2005-11-07	00:00	14.49	V
2005-11-08	00:00	14.49	V
2005-11-09	00:00	14.15	V
2005-11-10	00:00	13	V
2005-11-11	00:00	12.77	V
2005-11-12	00:00	12.88	V
2005-11-13	00:00	11.73	V
2005-11-14	00:00	11.12	V
2005-11-15	00:00	10.61	V
2005-11-16	00:00	10.33	V
2005-11-17	00:00	9.86	V
2005-11-18	00:00	9.99	V
2005-11-19	00:00	9.72	V
2005-11-20	00:00	8.91	V
2005-11-21	00:00	8.58	V
2005-11-22	00:00	8.31	V
2005-11-23	00:00	8.17	V
2005-11-24	00:00	8.17	V
2005-11-25	00:00	8.05	V
2005-11-26	00:00	8.28	V
2005-11-27	00:00	8.17	V
2005-11-28	00:00	7.71	V
2005-11-29	00:00	7.71	V
2005-11-30	00:00	7.71	V
2005-12-01	00:00	7.71	V
2005-12-02	00:00	7.71	V
2005-12-03	00:00	7.48	V
2005-12-04	00:00	7.25	V
2005-12-05	00:00	7.02	V
2005-12-06	00:00	6.97	V
2005-12-07	00:00	6.74	V
2005-12-08	00:00	6.52	V
2005-12-09	00:00	6.3	V
2005-12-10	00:00	6.3	V
2005-12-11	00:00	6.3	V
2005-12-12	00:00	6.33	V
2005-12-13	00:00	6.33	V
2005-12-14	00:00	7.25	V
2005-12-15	00:00	7.25	V
2005-12-16	00:00	8.18	V
2005-12-17	00:00	7.1	V
2005-12-18	00:00	6.3	V
2005-12-19	00:00	6.07	V
2005-12-20	00:00	6.07	V
2005-12-21	00:00	5.85	V
2005-12-22	00:00	5.64	V
2005-12-23	00:00	5.44	V
2005-12-24	00:00	5.44	V
2005-12-25	00:00	5.44	V
2005-12-26	00:00	5.44	V
2005-12-27	00:00	5.35	V
2005-12-28	00:00	5.06	V
2005-12-29	00:00	5.06	V
2005-12-30	00:00	5.06	V
2005-12-31	00:00	5.06	V
2006-01-01	00:00	4.73	V
2006-01-02	00:00	4.46	V
2006-01-03	00:00	4.21	V
2006-01-04	00:00	4.21	V
2006-01-05	00:00	4.21	V
2006-01-06	00:00	4.21	V
2006-01-07	00:00	3.98	V
2006-01-08	00:00	3.76	V
2006-01-09	00:00	3.76	V
2006-01-10	00:00	3.76	V
2006-01-11	00:00	3.8	V
2006-01-12	00:00	3.76	V
2006-01-13	00:00	3.88	V
2006-01-14	00:00	3.8	V
2006-01-15	00:00	3.3	V
2006-01-16	00:00	3.57	V
2006-01-17	00:00	5.52	V
2006-01-18	00:00	3.76	V
2006-01-19	00:00	3.3	V
2006-01-20	00:00	2.23	V
2006-01-21	00:00	2.23	V
2006-01-22	00:00	2.19	V
2006-01-23	00:00	2	V
2006-01-24	00:00	2	V
2006-01-25	00:00	1.9	V
2006-01-26	00:00	1.9	V
2006-01-27	00:00	1.79	V
2006-01-28	00:00	1.79	V
2006-01-29	00:00	1.9	V
2006-01-30	00:00	1.96	V
2006-01-31	00:00	1.9	V
2006-02-01	00:00	2	V
2006-02-02	00:00	1.96	V
2006-02-03	00:00	1.79	V
2006-02-04	00:00	1.61	V
2006-02-05	00:00	1.61	V
2006-02-06	00:00	1.61	V
2006-02-07	00:00	1.53	V
2006-02-08	00:00	1.5	V
2006-02-09	00:00	1.45	V
2006-02-10	00:00	1.45	V
2006-02-11	00:00	1.45	V
2006-02-12	00:00	1.53	V
2006-02-13	00:00	1.79	V
2006-02-14	00:00	1.79	V
2006-02-15	00:00	2.59	V
2006-02-16	00:00	2.55	V
2006-02-17	00:00	2.29	V
2006-02-18	00:00	2.06	V
2006-02-19	00:00	2	V
2006-02-20	00:00	1.85	V
2006-02-21	00:00	1.79	V
2006-02-22	00:00	1.7	V
2006-02-23	00:00	1.7	V
2006-02-24	00:00	1.61	V
2006-02-25	00:00	1.61	V
2006-02-26	00:00	1.61	V
2006-02-27	00:00	1.7	V
2006-02-28	00:00	1.61	V
2006-03-01	00:00	2.24	V
2006-03-02	00:00	2.47	V
2006-03-03	00:00	2.35	V
2006-03-04	00:00	2.29	V
2006-03-05	00:00	2.17	V
2006-03-06	00:00	2	V
2006-03-07	00:00	2.07	V
2006-03-08	00:00	2	V
2006-03-09	00:00	2	V
2006-03-10	00:00	1.85	V
2006-03-11	00:00	1.79	V
2006-03-12	00:00	1.79	V
2006-03-13	00:00	1.79	V
2006-03-14	00:00	1.61	V
2006-03-15	00:00	1.84	V
2006-03-16	00:00	1.91	V
2006-03-17	00:00	2.43	V
2006-03-18	00:00	2.06	V
2006-03-19	00:00	1.79	V
2006-03-20	00:00	1.84	V
2006-03-21	00:00	1.61	V
2006-03-22	00:00	1.61	V
2006-03-23	00:00	1.61	V
2006-03-24	00:00	1.66	V
2006-03-25	00:00	1.79	V
2006-03-26	00:00	1.73	V
2006-03-27	00:00	2.19	V
2006-03-28	00:00	1.96	V
2006-03-29	00:00	1.73	V
2006-03-30	00:00	1.84	V
2006-03-31	00:00	2.76	V
2006-04-01	00:00	2.23	V
2006-04-02	00:00	2.53	V
2006-04-03	00:00	3.92	V
2006-04-04	00:00	3.22	V
2006-04-05	00:00	2.97	V
2006-04-06	00:00	2.55	V
2006-04-07	00:00	2	V
2006-04-08	00:00	3.75	V
2006-04-09	00:00	3.59	V
2006-04-10	00:00	2.9	V
2006-04-11	00:00	3.59	V
2006-04-12	00:00	2.61	V
2006-04-13	00:00	2.42	V
2006-04-14	00:00	3.91	V
2006-04-15	00:00	3.22	V
2006-04-16	00:00	2.55	V
2006-04-17	00:00	2.23	V
2006-04-18	00:00	2	V
2006-04-19	00:00	1.9	V
2006-04-20	00:00	1.75	V
2006-04-21	00:00	1.66	V
2006-04-22	00:00	1.7	V
2006-04-23	00:00	2.06	V
2006-04-24	00:00	1.79	V
2006-04-25	00:00	1.9	V
2006-04-26	00:00	2.75	V
2006-04-27	00:00	2.47	V
2006-04-28	00:00	2.23	V
2006-04-29	00:00	3.06	V
2006-04-30	00:00	4.58	V
2006-05-01	00:00	3.75	V
2006-05-02	00:00	6.1	V
2006-05-03	00:00	12.08	V
2006-05-04	00:00	17.6	V
2006-05-05	00:00	8.63	V
2006-05-06	00:00	6.72	V
2006-05-07	00:00	11.33	V
2006-05-08	00:00	12.31	V
2006-05-09	00:00	8.72	V
2006-05-10	00:00	7.05	V
2006-05-11	00:00	5.67	V
2006-05-12	00:00	5.15	V
2006-05-13	00:00	4.67	V
2006-05-14	00:00	4.34	V
2006-05-15	00:00	4.72	V
2006-05-16	00:00	4.6	V
2006-05-17	00:00	4.45	V
2006-05-18	00:00	4.45	V
2006-05-19	00:00	9.46	V
2006-05-20	00:00	7.37	V
2006-05-21	00:00	7.21	V
2006-05-22	00:00	8.9	V
2006-05-23	00:00	8.49	V
2006-05-24	00:00	7.21	V
2006-05-25	00:00	6.27	V
2006-05-26	00:00	9.06	V
2006-05-27	00:00	13.57	V
2006-05-28	00:00	12.88	V
2006-05-29	00:00	14.84	V
2006-05-30	00:00	12.08	V
2006-05-31	00:00	12.42	V
2006-06-01	00:00	12.88	V
2006-06-02	00:00	10.37	V
2006-06-03	00:00	10.44	V
2006-06-04	00:00	13.57	V
2006-06-05	00:00	12.54	V
2006-06-06	00:00	18.06	V
2006-06-07	00:00	16.79	V
2006-06-08	00:00	12.08	V
2006-06-09	00:00	10.59	V
2006-06-10	00:00	10.82	V
2006-06-11	00:00	10.82	V
2006-06-12	00:00	10.59	V
2006-06-13	00:00	10.9	V
2006-06-14	00:00	11.13	V
2006-06-15	00:00	11.2	V
2006-06-16	00:00	10.6	V
2006-06-17	00:00	12.77	V
2006-06-18	00:00	11.73	V
2006-06-19	00:00	11.85	V
2006-06-20	00:00	12.31	V
2006-06-21	00:00	10.59	V
2006-06-22	00:00	10.9	V
2006-06-23	00:00	12.31	V
2006-06-24	00:00	12.42	V
2006-06-25	00:00	16.22	V
2006-06-26	00:00	15.76	V
2006-06-27	00:00	16.22	V
2006-06-28	00:00	17.02	V
2006-06-29	00:00	14.61	V
2006-06-30	00:00	14.15	V
2006-07-01	00:00	13.8	V
2006-07-02	00:00	17.83	V
2006-07-03	00:00	34.5	V
2006-07-04	00:00	41.98	V
2006-07-05	00:00	31.86	V
2006-07-06	00:00	45.89	V
2006-07-07	00:00	42.78	V
2006-07-08	00:00	43.01	V
2006-07-09	00:00	36.34	V
2006-07-10	00:00	30.71	V
2006-07-11	00:00	29.44	V
2006-07-12	00:00	33.7	V
2006-07-13	00:00	32.32	V
2006-07-14	00:00	33.12	V
2006-07-15	00:00	32.55	V
2006-07-16	00:00	30.94	V
2006-07-17	00:00	31.86	V
2006-07-18	00:00	30.59	V
2006-07-19	00:00	27.83	V
2006-07-20	00:00	28.64	V
2006-07-21	00:00	33.7	V
2006-07-22	00:00	31.97	V
2006-07-23	00:00	33.47	V
2006-07-24	00:00	38.53	V
2006-07-25	00:00	55.55	V
2006-07-26	00:00	66.82	V
2006-07-27	00:00	55.2	V
2006-07-28	00:00	46.58	V
2006-07-29	00:00	44.97	V
2006-07-30	00:00	45.54	V
2006-07-31	00:00	73.95	V
2006-08-01	00:00	82.57	V
2006-08-02	00:00	75.1	V
2006-08-03	00:00	63.71	V
2006-08-04	00:00	68.89	V
2006-08-05	00:00	69.92	V
2006-08-06	00:00	71.19	V
2006-08-07	00:00	69.46	V
2006-08-08	00:00	80.85	V
2006-08-09	00:00	82.23	V
2006-08-10	00:00	82.11	V
2006-08-11	00:00	83.03	V
2006-08-12	00:00	89.93	V
2006-08-13	00:00	92.46	V
2006-08-14	00:00	157.55	V
2006-08-15	00:00	152.95	V
2006-08-16	00:00	147.2	V
2006-08-17	00:00	131.1	V
2006-08-18	00:00	118.45	V
2006-08-19	00:00	114.89	V
2006-08-20	00:00	107.07	V
2006-08-21	00:00	99.59	V
2006-08-22	00:00	91.54	V
2006-08-23	00:00	88.55	V
2006-08-24	00:00	83.61	V
2006-08-25	00:00	86.71	V
2006-08-26	00:00	82.57	V
2006-08-27	00:00	73.72	V
2006-08-28	00:00	71.3	V
2006-08-29	00:00	73.49	V
2006-08-30	00:00	67.16	V
2006-08-31	00:00	77.63	V
2006-09-01	00:00	69	V
2006-09-02	00:00	69.58	V
2006-09-03	00:00	68.77	V
2006-09-04	00:00	59.8	V
2006-09-05	00:00	56.24	V
2006-09-06	00:00	62.56	V
2006-09-07	00:00	56.35	V
2006-09-08	00:00	49.8	V
2006-09-09	00:00	47.84	V
2006-09-10	00:00	59.23	V
2006-09-11	00:00	67.51	V
2006-09-12	00:00	60.38	V
2006-09-13	00:00	70.73	V
2006-09-14	00:00	61.76	V
2006-09-15	00:00	51.41	V
2006-09-16	00:00	51.06	V
2006-09-17	00:00	50.03	V
2006-09-18	00:00	62.56	V
2006-09-19	00:00	86.25	V
2006-09-20	00:00	81.54	V
2006-09-21	00:00	70.04	V
2006-09-22	00:00	66.59	V
2006-09-23	00:00	67.05	V
2006-09-24	00:00	67.28	V
2006-09-25	00:00	62.33	V
2006-09-26	00:00	57.73	V
2006-09-27	00:00	55.78	V
2006-09-28	00:00	67.16	V
2006-09-29	00:00	71.76	V
2006-09-30	00:00	62.33	V
2006-10-01	00:00	59.34	V
2006-10-02	00:00	94.99	V
